supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0001499,Nova Industrial Works,RC659372,registered,2021-10-12,Business Name,Advertising,Rivers,VERIFIED,Business passed basic verification
BUS0001500,Bountiful Beverages,RC231896,registered,,Public Limited Company,Manufacturing,Niger,REJECTED,Missing or invalid registration date
BUS0001501,Bountiful Beverages,RC217500,registered,,Business Name,Fashion,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001502,Guardian Security Services,RC943705,registered,,Enterprise,EdTech,Bauchi,REJECTED,Missing or invalid registration date
BUS0001503,Starlight Fabrics,RC313885,registered,2018-05-06,Public Limited Company,Facility Management,Nasarawa,VERIFIED,Business passed basic verification
BUS0001504,Spectrum Energy,RC130333,registered,,Non-Profit Organization,Logistics,Bauchi,REJECTED,Missing or invalid registration date
BUS0001505,SkyHigh Enterprises,RC978825,registered,,Business Name,Automotive,Kogi,REJECTED,Missing or invalid registration date
BUS0001506,Crestfield Trading,RC652595,registered,2019-07-10,Non-Profit Organization,Financial Services,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0001507,Prime Health Supplies,RC835047,registered,2020-08-12,Limited Liability Company,Retail,Kwara,VERIFIED,Business passed basic verification
BUS0001508,Zenith Media,RC995411,registered,2018-07-07,Public Limited Company,Retail,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0001509,Elite Cleaning Co,RC117297,registered,,Cooperative Society,Tourism,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001510,Nova Industrial Works,RC841764,registered,,Partnership,Microfinance,Oyo,REJECTED,Missing or invalid registration date
BUS0001511,Nimbus IT Solutions,RC327175,registered,,Cooperative Society,Media,Bauchi,REJECTED,Missing or invalid registration date
BUS0001512,Olive Oil Processing,RC846400,registered,2025-06-02,Public Limited Company,Human Resources,Oyo,FLAGGED,Recently registered business
BUS0001513,Royal Furnishings,RC148588,registered,,Business Name,Fintech,Ogun,REJECTED,Missing or invalid registration date
BUS0001514,BlueOcean Logistics,RC510082,registered,,Sole Proprietorship,Real Estate,Edo,REJECTED,Missing or invalid registration date
BUS0001515,Olive Oil Processing,RC948252,registered,,Business Name,Microfinance,Jigawa,REJECTED,Missing or invalid registration date
BUS0001516,Prime Health Supplies,RC824563,registered,2016-06-12,Limited Liability Company,Agriculture,Abia,VERIFIED,Business passed basic verification
BUS0001517,Summit Engineering,RC688680,registered,2019-03-03,Sole Proprietorship,Hospitality,Taraba,VERIFIED,Business passed basic verification
BUS0001518,Heritage Consulting,RC974919,registered,2017-10-05,Partnership,Agriculture,Kano,VERIFIED,Business passed basic verification
BUS0001519,Olive Oil Processing,RC920896,registered,,Non-Profit Organization,Education,Zamfara,REJECTED,Missing or invalid registration date
BUS0001520,PrimeBuild Construction,RC707328,registered,,Public Limited Company,Consulting,Kwara,REJECTED,Missing or invalid registration date
BUS0001521,Evergreen Agro,RC821480,registered,,Cooperative Society,Agro-processing,Ebonyi,REJECTED,Missing or invalid registration date
BUS0001522,BrightWave Technologies,RC141928,registered,,Non-Profit Organization,Telecommunications,Cross River,REJECTED,Missing or invalid registration date
BUS0001523,MetroLink Ventures,RC730412,registered,,Public Limited Company,Wholesale,Katsina,REJECTED,Missing or invalid registration date
BUS0001524,Crown Textiles,RC185119,registered,,Sole Proprietorship,Textiles,Oyo,REJECTED,Missing or invalid registration date
BUS0001525,Bright Learning Institute,RC344226,registered,2016-05-02,Business Name,Manufacturing,Kwara,VERIFIED,Business passed basic verification
BUS0001526,Vertex Global Services,RC390307,registered,,Non-Profit Organization,Fintech,Niger,REJECTED,Missing or invalid registration date
BUS0001527,Atlas Transport,RC855940,registered,2019-07-04,Limited Liability Company,Information Technology,Taraba,VERIFIED,Business passed basic verification
BUS0001528,Horizon Auto Parts,RC182783,registered,,Partnership,Transportation,Enugu,REJECTED,Missing or invalid registration date
BUS0001529,Guardian Security Services,RC101533,registered,2022-09-05,Enterprise,Healthcare,Cross River,VERIFIED,Business passed basic verification
BUS0001530,Crown Textiles,RC396375,registered,2015-05-07,Enterprise,Telecommunications,Kwara,VERIFIED,Business passed basic verification
BUS0001531,Bright Learning Institute,RC995630,registered,2021-09-05,Sole Proprietorship,Marketing,Ekiti,VERIFIED,Business passed basic verification
BUS0001532,Bountiful Beverages,RC187892,registered,2016-08-06,Limited Liability Company,Logistics,Rivers,VERIFIED,Business passed basic verification
BUS0001533,Crown Textiles,RC671139,registered,,Limited Liability Company,Transportation,Anambra,REJECTED,Missing or invalid registration date
BUS0001534,Crown Textiles,RC572173,registered,2021-01-10,Limited Liability Company,Entertainment,Plateau,VERIFIED,Business passed basic verification
BUS0001535,HarborTech Systems,RC146903,registered,,Non-Profit Organization,Real Estate,Bauchi,REJECTED,Missing or invalid registration date
BUS0001536,GreenField Farms Ltd,RC831951,registered,,Business Name,Media,Borno,REJECTED,Missing or invalid registration date
BUS0001537,Elite Cleaning Co,RC128816,registered,2017-11-11,Business Name,Real Estate,Rivers,VERIFIED,Business passed basic verification
BUS0001538,Crown Textiles,RC237339,registered,2019-12-03,Sole Proprietorship,Pharmaceuticals,Bauchi,VERIFIED,Business passed basic verification
BUS0001539,SmartServe Services,RC609819,registered,2020-08-08,Cooperative Society,Telecommunications,Edo,VERIFIED,Business passed basic verification
BUS0001540,Summit Engineering,RC420991,registered,,Public Limited Company,Beverages,Abia,REJECTED,Missing or invalid registration date
BUS0001541,Nimbus IT Solutions,RC830181,registered,2018-04-05,Non-Profit Organization,Agriculture,Zamfara,VERIFIED,Business passed basic verification
BUS0001542,Alpha Systems Ltd,RC324151,registered,,Sole Proprietorship,Trading,Kano,REJECTED,Missing or invalid registration date
BUS0001543,EcoTech Solutions Ltd,RC742262,registered,,Sole Proprietorship,Human Resources,Kwara,REJECTED,Missing or invalid registration date
BUS0001544,Crestfield Trading,RC855607,registered,2019-10-03,Public Limited Company,Beverages,Taraba,VERIFIED,Business passed basic verification
BUS0001545,Orchid Pharmaceuticals,RC665719,registered,,Non-Profit Organization,Automotive,Edo,REJECTED,Missing or invalid registration date
BUS0001546,Evergreen Agro,RC847145,registered,2018-02-01,Cooperative Society,Education,Kogi,VERIFIED,Business passed basic verification
BUS0001547,Urban Farm Produce,RC863638,registered,2019-04-09,Enterprise,Microfinance,Edo,VERIFIED,Business passed basic verification
BUS0001548,Orchid Pharmaceuticals,RC649761,registered,2023-12-06,Limited Liability Company,Advertising,Ogun,VERIFIED,Business passed basic verification
BUS0001549,Zenith Media,RC971979,registered,,Public Limited Company,Manufacturing,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001550,Guardian Security Services,RC692479,registered,,Non-Profit Organization,Advertising,Katsina,REJECTED,Missing or invalid registration date
BUS0001551,Olive Oil Processing,RC722513,registered,2021-11-06,Sole Proprietorship,Marketing,Taraba,VERIFIED,Business passed basic verification
BUS0001552,BlueOcean Logistics,RC435339,registered,,Sole Proprietorship,Legal Services,Zamfara,REJECTED,Missing or invalid registration date
BUS0001553,SmartServe Services,RC881120,registered,,Enterprise,Information Technology,Edo,REJECTED,Missing or invalid registration date
BUS0001554,Apex Retailers,RC273933,registered,2024-07-03,Limited Liability Company,Microfinance,Lagos,FLAGGED,Recently registered business
BUS0001555,Elite Cleaning Co,RC192512,registered,,Business Name,Legal Services,Ondo,REJECTED,Missing or invalid registration date
BUS0001556,Prime Health Supplies,RC266592,registered,,Enterprise,Textiles,Yobe,REJECTED,Missing or invalid registration date
BUS0001557,BrightWave Technologies,RC956078,registered,2019-04-12,Sole Proprietorship,Healthcare,Plateau,VERIFIED,Business passed basic verification
BUS0001558,Crestfield Trading,RC964947,registered,,Business Name,Financial Services,Ebonyi,REJECTED,Missing or invalid registration date
BUS0001559,MetroLink Ventures,RC520575,registered,2020-03-02,Limited Liability Company,Manufacturing,Ebonyi,VERIFIED,Business passed basic verification
BUS0001560,Summit Engineering,RC619367,registered,,Enterprise,Marketing,Delta,REJECTED,Missing or invalid registration date
BUS0001561,Apex Retailers,RC404942,registered,2015-03-07,Sole Proprietorship,E-commerce,Kebbi,VERIFIED,Business passed basic verification
BUS0001562,Evergreen Agro,RC185470,registered,,Cooperative Society,Media,Ekiti,REJECTED,Missing or invalid registration date
BUS0001563,Apex Retailers,RC587934,registered,,Enterprise,EdTech,Abia,REJECTED,Missing or invalid registration date
BUS0001564,Crestfield Trading,RC727950,registered,2024-09-01,Public Limited Company,E-commerce,Anambra,FLAGGED,Recently registered business
BUS0001565,Evergreen Agro,RC943229,registered,2022-02-01,Public Limited Company,Consulting,Cross River,VERIFIED,Business passed basic verification
BUS0001566,Nova Industrial Works,RC898100,registered,2025-04-02,Enterprise,Tourism,Taraba,FLAGGED,Recently registered business
BUS0001567,Bountiful Beverages,RC700768,registered,2021-02-07,Sole Proprietorship,Media,Kebbi,VERIFIED,Business passed basic verification
BUS0001568,BrightWave Technologies,RC900258,registered,2016-12-06,Sole Proprietorship,Renewable Energy,Taraba,VERIFIED,Business passed basic verification
BUS0001569,Zenith Media,RC676293,registered,2016-06-11,Public Limited Company,Real Estate,Osun,VERIFIED,Business passed basic verification
BUS0001570,Pioneer Foods,RC675039,registered,2025-06-07,Cooperative Society,Retail,Taraba,FLAGGED,Recently registered business
BUS0001571,Bountiful Beverages,RC975953,registered,,Cooperative Society,Information Technology,Katsina,REJECTED,Missing or invalid registration date
BUS0001572,Atlas Transport,RC929764,registered,2023-01-12,Non-Profit Organization,Entertainment,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0001573,BrightWave Technologies,RC579802,registered,2021-08-10,Public Limited Company,Facility Management,Rivers,VERIFIED,Business passed basic verification
BUS0001574,Urban Farm Produce,RC182160,registered,,Business Name,E-commerce,Lagos,REJECTED,Missing or invalid registration date
BUS0001575,BlueOcean Logistics,RC368985,registered,,Non-Profit Organization,Manufacturing,Kogi,REJECTED,Missing or invalid registration date
BUS0001576,GreenField Farms Ltd,RC689959,registered,2015-06-12,Public Limited Company,Entertainment,Ogun,VERIFIED,Business passed basic verification
BUS0001577,Urban Farm Produce,RC167800,registered,,Non-Profit Organization,Automotive,Oyo,REJECTED,Missing or invalid registration date
BUS0001578,Urban Farm Produce,RC156312,registered,2017-08-05,Cooperative Society,Textiles,Taraba,VERIFIED,Business passed basic verification
BUS0001579,Pioneer Foods,RC637452,registered,2024-02-09,Partnership,Textiles,Yobe,VERIFIED,Business passed basic verification
BUS0001580,Cornerstone Ventures,RC226843,registered,2020-11-10,Non-Profit Organization,Real Estate,Abia,VERIFIED,Business passed basic verification
BUS0001581,Atlas Transport,RC439495,registered,2015-04-08,Public Limited Company,Agro-processing,Zamfara,VERIFIED,Business passed basic verification
BUS0001582,Spectrum Energy,RC829332,registered,,Business Name,E-commerce,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001583,Atlas Transport,RC973364,registered,2019-05-03,Enterprise,Real Estate,Bayelsa,VERIFIED,Business passed basic verification
BUS0001584,Lakeside Traders,RC908474,registered,2021-08-12,Limited Liability Company,Consulting,Delta,VERIFIED,Business passed basic verification
BUS0001585,Lakeside Traders,RC913770,registered,2024-10-10,Non-Profit Organization,Facility Management,Niger,FLAGGED,Recently registered business
BUS0001586,Apex Retailers,RC764183,registered,,Business Name,Real Estate,Kebbi,REJECTED,Missing or invalid registration date
BUS0001587,Atlas Transport,RC244985,registered,,Sole Proprietorship,Automotive,Edo,REJECTED,Missing or invalid registration date
BUS0001588,Golden Harvest Foods,RC423267,registered,2016-07-05,Non-Profit Organization,Media,Rivers,VERIFIED,Business passed basic verification
BUS0001589,Prime Health Supplies,RC116270,registered,,Cooperative Society,Marketing,Ondo,REJECTED,Missing or invalid registration date
BUS0001590,Starlight Fabrics,RC203538,registered,2017-04-12,Limited Liability Company,Manufacturing,Ebonyi,VERIFIED,Business passed basic verification
BUS0001591,PrimeBuild Construction,RC821495,registered,,Public Limited Company,Agro-processing,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001592,Spectrum Energy,RC649384,registered,,Partnership,Hospitality,Enugu,REJECTED,Missing or invalid registration date
BUS0001593,Summit Engineering,RC296611,registered,2016-03-06,Sole Proprietorship,Consulting,Osun,VERIFIED,Business passed basic verification
BUS0001594,Evergreen Agro,RC883348,registered,,Cooperative Society,Entertainment,Lagos,REJECTED,Missing or invalid registration date
BUS0001595,PrimeBuild Construction,RC329457,registered,,Public Limited Company,Human Resources,Katsina,REJECTED,Missing or invalid registration date
BUS0001596,Cornerstone Ventures,RC682217,registered,,Non-Profit Organization,Security Services,Ondo,REJECTED,Missing or invalid registration date
BUS0001597,Apex Retailers,RC192352,registered,,Cooperative Society,Construction,Jigawa,REJECTED,Missing or invalid registration date
BUS0001598,Spectrum Energy,RC927995,registered,,Enterprise,Wholesale,Sokoto,REJECTED,Missing or invalid registration date
BUS0001599,EcoTech Solutions Ltd,RC132252,registered,,Business Name,Pharmaceuticals,Delta,REJECTED,Missing or invalid registration date
BUS0001600,BrightWave Technologies,RC762713,registered,,Public Limited Company,Construction,Kogi,REJECTED,Missing or invalid registration date
BUS0001601,Heritage Consulting,RC760732,registered,,Business Name,Retail,Imo,REJECTED,Missing or invalid registration date
BUS0001602,Lakeside Traders,RC835098,registered,,Enterprise,Security Services,Kebbi,REJECTED,Missing or invalid registration date
BUS0001603,Elite Cleaning Co,RC516675,registered,2018-12-01,Sole Proprietorship,Manufacturing,Jigawa,VERIFIED,Business passed basic verification
BUS0001604,Mercury Marketing,RC253590,registered,,Limited Liability Company,Microfinance,Osun,REJECTED,Missing or invalid registration date
BUS0001605,GreenField Farms Ltd,RC632752,registered,,Cooperative Society,Consulting,Kaduna,REJECTED,Missing or invalid registration date
BUS0001606,HarborTech Systems,RC394755,registered,,Cooperative Society,Healthcare,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001607,Sunbeam Electricals,RC661586,registered,,Business Name,Human Resources,Enugu,REJECTED,Missing or invalid registration date
BUS0001608,GreenField Farms Ltd,RC799514,registered,,Limited Liability Company,Transportation,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001609,SmartServe Services,RC243477,registered,,Cooperative Society,Telecommunications,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001610,Elite Cleaning Co,RC351646,registered,,Enterprise,Retail,Ondo,REJECTED,Missing or invalid registration date
BUS0001611,HarborTech Systems,RC836654,registered,,Business Name,Beverages,Benue,REJECTED,Missing or invalid registration date
BUS0001612,Vertex Global Services,RC495010,registered,2025-02-11,Public Limited Company,Marketing,Ogun,FLAGGED,Recently registered business
BUS0001613,HarborTech Systems,RC294925,registered,,Partnership,Human Resources,Katsina,REJECTED,Missing or invalid registration date
BUS0001614,PrimeBuild Construction,RC462030,registered,2021-10-08,Partnership,Hospitality,Kano,VERIFIED,Business passed basic verification
BUS0001615,PrimeBuild Construction,RC159202,registered,,Limited Liability Company,Agro-processing,Plateau,REJECTED,Missing or invalid registration date
BUS0001616,Zenith Media,RC644841,registered,,Non-Profit Organization,Media,Kaduna,REJECTED,Missing or invalid registration date
BUS0001617,Unity Supplies Nigeria,RC667939,registered,,Business Name,Logistics,Kogi,REJECTED,Missing or invalid registration date
BUS0001618,Orchid Pharmaceuticals,RC799176,registered,,Limited Liability Company,Food Processing,Katsina,REJECTED,Missing or invalid registration date
BUS0001619,Unity Supplies Nigeria,RC788974,registered,,Partnership,Financial Services,Edo,REJECTED,Missing or invalid registration date
BUS0001620,Crestfield Trading,RC357576,registered,,Enterprise,EdTech,Sokoto,REJECTED,Missing or invalid registration date
BUS0001621,Elite Cleaning Co,RC474526,registered,,Partnership,Facility Management,Kogi,REJECTED,Missing or invalid registration date
BUS0001622,Crestfield Trading,RC767139,registered,,Enterprise,Wholesale,Plateau,REJECTED,Missing or invalid registration date
BUS0001623,Cornerstone Ventures,RC477682,registered,2021-02-01,Sole Proprietorship,Human Resources,Borno,VERIFIED,Business passed basic verification
BUS0001624,Prime Health Supplies,RC860049,registered,2018-11-07,Public Limited Company,Healthcare,Adamawa,VERIFIED,Business passed basic verification
BUS0001625,Mercury Marketing,RC445434,registered,,Partnership,Textiles,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001626,Prime Health Supplies,RC199312,registered,,Enterprise,Facility Management,Ekiti,REJECTED,Missing or invalid registration date
BUS0001627,Horizon Auto Parts,RC243908,registered,,Business Name,Human Resources,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001628,Crestfield Trading,RC766789,registered,,Cooperative Society,Fashion,Adamawa,REJECTED,Missing or invalid registration date
BUS0001629,EcoTech Solutions Ltd,RC586609,registered,,Limited Liability Company,Education,Osun,REJECTED,Missing or invalid registration date
BUS0001630,Silverline Manufacturing,RC767537,registered,2022-11-05,Public Limited Company,Wholesale,Anambra,VERIFIED,Business passed basic verification
BUS0001631,Summit Engineering,RC460979,registered,,Sole Proprietorship,Agro-processing,Osun,REJECTED,Missing or invalid registration date
BUS0001632,Nova Industrial Works,RC976747,registered,2016-03-10,Business Name,Consulting,Niger,VERIFIED,Business passed basic verification
BUS0001633,Lakeside Traders,RC440080,registered,2016-10-04,Limited Liability Company,Entertainment,Katsina,VERIFIED,Business passed basic verification
BUS0001634,Apex Retailers,RC782412,registered,2015-09-07,Enterprise,E-commerce,Nasarawa,VERIFIED,Business passed basic verification
BUS0001635,GreenField Farms Ltd,RC381756,registered,,Business Name,Human Resources,Kogi,REJECTED,Missing or invalid registration date
BUS0001636,Olive Oil Processing,RC148760,registered,,Public Limited Company,Telecommunications,Delta,REJECTED,Missing or invalid registration date
BUS0001637,Lakeside Traders,RC153300,registered,,Limited Liability Company,Legal Services,Osun,REJECTED,Missing or invalid registration date
BUS0001638,Golden Harvest Foods,RC166213,registered,2019-07-07,Business Name,Construction,Ebonyi,VERIFIED,Business passed basic verification
BUS0001639,Prime Health Supplies,RC493909,registered,2019-11-11,Enterprise,Information Technology,Katsina,VERIFIED,Business passed basic verification
BUS0001640,CitiCenter Supplies,RC179982,registered,2020-10-12,Enterprise,E-commerce,Nasarawa,VERIFIED,Business passed basic verification
BUS0001641,Spectrum Energy,RC542536,registered,2017-06-06,Cooperative Society,Beverages,Bayelsa,VERIFIED,Business passed basic verification
BUS0001642,Urban Farm Produce,RC983171,registered,2018-11-05,Sole Proprietorship,Renewable Energy,Sokoto,VERIFIED,Business passed basic verification
BUS0001643,Bountiful Beverages,RC882817,registered,,Cooperative Society,Logistics,Osun,REJECTED,Missing or invalid registration date
BUS0001644,Cornerstone Ventures,RC757478,registered,,Partnership,Automotive,Cross River,REJECTED,Missing or invalid registration date
BUS0001645,Olive Oil Processing,RC230643,registered,2023-08-02,Business Name,Pharmaceuticals,Anambra,VERIFIED,Business passed basic verification
BUS0001646,Nimbus IT Solutions,RC984779,registered,,Enterprise,Trading,Kaduna,REJECTED,Missing or invalid registration date
BUS0001647,Starlight Fabrics,RC414974,registered,2020-08-09,Sole Proprietorship,Education,Ondo,VERIFIED,Business passed basic verification
BUS0001648,Zenith Media,RC229581,registered,,Public Limited Company,Logistics,Kebbi,REJECTED,Missing or invalid registration date
BUS0001649,Golden Harvest Foods,RC797909,registered,,Enterprise,Transportation,Kogi,REJECTED,Missing or invalid registration date
BUS0001650,Mercury Marketing,RC775490,registered,2018-02-01,Public Limited Company,Hospitality,Anambra,VERIFIED,Business passed basic verification
BUS0001651,Nimbus IT Solutions,RC373714,registered,2025-10-11,Sole Proprietorship,Consulting,Kano,FLAGGED,Recently registered business
BUS0001652,Unity Supplies Nigeria,RC226658,registered,,Non-Profit Organization,Hospitality,Gombe,REJECTED,Missing or invalid registration date
BUS0001653,Horizon Auto Parts,RC490822,registered,2021-04-08,Non-Profit Organization,Agro-processing,Ekiti,VERIFIED,Business passed basic verification
BUS0001654,Lakeside Traders,RC156429,registered,,Business Name,Wholesale,Benue,REJECTED,Missing or invalid registration date
BUS0001655,Sunrise Traders,RC419095,registered,,Non-Profit Organization,Textiles,Borno,REJECTED,Missing or invalid registration date
BUS0001656,HarborTech Systems,RC893309,registered,2024-11-01,Limited Liability Company,Healthcare,Yobe,FLAGGED,Recently registered business
BUS0001657,Horizon Auto Parts,RC908517,registered,2018-03-05,Public Limited Company,Food Processing,Kwara,VERIFIED,Business passed basic verification
BUS0001658,HarborTech Systems,RC303207,registered,2022-04-12,Cooperative Society,Financial Services,Adamawa,VERIFIED,Business passed basic verification
BUS0001659,SmartServe Services,RC343308,registered,2024-10-02,Cooperative Society,Tourism,Zamfara,FLAGGED,Recently registered business
BUS0001660,Nova Industrial Works,RC565635,registered,,Business Name,Agriculture,Delta,REJECTED,Missing or invalid registration date
BUS0001661,Cornerstone Ventures,RC760603,registered,2016-09-05,Enterprise,Financial Services,Enugu,VERIFIED,Business passed basic verification
BUS0001662,Atlas Transport,RC294991,registered,2016-07-10,Partnership,Automotive,Ogun,VERIFIED,Business passed basic verification
BUS0001663,Golden Harvest Foods,RC843546,registered,2025-06-11,Limited Liability Company,Tourism,Delta,FLAGGED,Recently registered business
BUS0001664,Urban Retail Hub,RC431607,registered,,Non-Profit Organization,Microfinance,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001665,Summit Engineering,RC858441,registered,2015-04-01,Cooperative Society,Telecommunications,Adamawa,VERIFIED,Business passed basic verification
BUS0001666,CitiCenter Supplies,RC530775,registered,,Cooperative Society,Microfinance,Abia,REJECTED,Missing or invalid registration date
BUS0001667,Spectrum Energy,RC322421,registered,,Non-Profit Organization,Pharmaceuticals,Anambra,REJECTED,Missing or invalid registration date
BUS0001668,Sunbeam Electricals,RC270320,registered,,Limited Liability Company,Media,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001669,Golden Harvest Foods,RC588380,registered,2019-03-03,Cooperative Society,E-commerce,Nasarawa,VERIFIED,Business passed basic verification
BUS0001670,Unity Supplies Nigeria,RC945786,registered,2021-08-12,Business Name,Facility Management,Ekiti,VERIFIED,Business passed basic verification
BUS0001671,Elite Cleaning Co,RC101810,registered,,Non-Profit Organization,Human Resources,Ebonyi,REJECTED,Missing or invalid registration date
BUS0001672,SmartServe Services,RC950425,registered,2021-08-09,Non-Profit Organization,Marketing,Taraba,VERIFIED,Business passed basic verification
BUS0001673,GreenField Farms Ltd,RC215252,registered,2020-12-11,Cooperative Society,Food Processing,Delta,VERIFIED,Business passed basic verification
BUS0001674,Elite Cleaning Co,RC267730,registered,,Enterprise,Security Services,Cross River,REJECTED,Missing or invalid registration date
BUS0001675,Sunbeam Electricals,RC287715,registered,,Limited Liability Company,Fashion,Abia,REJECTED,Missing or invalid registration date
BUS0001676,Heritage Consulting,RC984372,registered,2019-07-10,Public Limited Company,Fintech,Oyo,VERIFIED,Business passed basic verification
BUS0001677,SkyHigh Enterprises,RC212907,registered,,Business Name,Agriculture,Kano,REJECTED,Missing or invalid registration date
BUS0001678,BrightWave Technologies,RC774775,registered,2017-12-02,Business Name,Tourism,Osun,VERIFIED,Business passed basic verification
BUS0001679,Unity Supplies Nigeria,RC121287,registered,2022-02-01,Sole Proprietorship,Advertising,Katsina,VERIFIED,Business passed basic verification
BUS0001680,Crown Textiles,RC317978,registered,,Non-Profit Organization,Fintech,Yobe,REJECTED,Missing or invalid registration date
BUS0001681,Bountiful Beverages,RC985758,registered,,Enterprise,Advertising,Imo,REJECTED,Missing or invalid registration date
BUS0001682,Royal Furnishings,RC761813,registered,,Non-Profit Organization,E-commerce,Borno,REJECTED,Missing or invalid registration date
BUS0001683,Sunbeam Electricals,RC381668,registered,,Business Name,Fintech,Ebonyi,REJECTED,Missing or invalid registration date
BUS0001684,PrimeBuild Construction,RC848708,registered,,Enterprise,Food Processing,Cross River,REJECTED,Missing or invalid registration date
BUS0001685,Spectrum Energy,RC366072,registered,,Public Limited Company,Logistics,Ogun,REJECTED,Missing or invalid registration date
BUS0001686,CitiCenter Supplies,RC299609,registered,2020-08-04,Cooperative Society,Financial Services,Niger,VERIFIED,Business passed basic verification
BUS0001687,Vertex Global Services,RC213808,registered,,Sole Proprietorship,Consulting,Katsina,REJECTED,Missing or invalid registration date
BUS0001688,BlueOcean Logistics,RC354115,registered,,Public Limited Company,Media,Katsina,REJECTED,Missing or invalid registration date
BUS0001689,HarborTech Systems,RC907750,registered,,Cooperative Society,Human Resources,Plateau,REJECTED,Missing or invalid registration date
BUS0001690,SmartServe Services,RC360711,registered,,Limited Liability Company,Trading,Abia,REJECTED,Missing or invalid registration date
BUS0001691,Sunbeam Electricals,RC874411,registered,2017-02-12,Limited Liability Company,Facility Management,Osun,VERIFIED,Business passed basic verification
BUS0001692,Golden Harvest Foods,RC432022,registered,,Sole Proprietorship,Tourism,Kano,REJECTED,Missing or invalid registration date
BUS0001693,Vertex Global Services,RC407988,registered,,Partnership,E-commerce,Nasarawa,REJECTED,Missing or invalid registration date
BUS0001694,Urban Farm Produce,RC497058,registered,,Cooperative Society,Food Processing,Cross River,REJECTED,Missing or invalid registration date
BUS0001695,PrimeBuild Construction,RC926371,registered,,Public Limited Company,Fintech,Delta,REJECTED,Missing or invalid registration date
BUS0001696,Cornerstone Ventures,RC565554,registered,,Enterprise,Healthcare,Lagos,REJECTED,Missing or invalid registration date
BUS0001697,Silverline Manufacturing,RC210876,registered,2021-12-04,Public Limited Company,Security Services,Plateau,VERIFIED,Business passed basic verification
BUS0001698,Mercury Marketing,RC847654,registered,,Partnership,Agriculture,Kwara,REJECTED,Missing or invalid registration date
BUS0001699,SkyHigh Enterprises,RC765884,registered,,Cooperative Society,Microfinance,Delta,REJECTED,Missing or invalid registration date
BUS0001700,Cornerstone Ventures,RC707305,registered,,Non-Profit Organization,Wholesale,Kebbi,REJECTED,Missing or invalid registration date
BUS0001701,Nova Industrial Works,RC532605,registered,,Sole Proprietorship,Fintech,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001702,Apex Retailers,RC933684,registered,,Public Limited Company,Real Estate,Lagos,REJECTED,Missing or invalid registration date
BUS0001703,Olive Oil Processing,RC160860,registered,2018-03-02,Business Name,Transportation,Imo,VERIFIED,Business passed basic verification
BUS0001704,Summit Engineering,RC339045,registered,,Sole Proprietorship,Fintech,Adamawa,REJECTED,Missing or invalid registration date
BUS0001705,Starlight Fabrics,RC168468,registered,,Non-Profit Organization,Consulting,Yobe,REJECTED,Missing or invalid registration date
BUS0001706,Crown Textiles,RC666499,registered,,Partnership,EdTech,Jigawa,REJECTED,Missing or invalid registration date
BUS0001707,Vertex Global Services,RC612993,registered,,Partnership,Marketing,Cross River,REJECTED,Missing or invalid registration date
BUS0001708,Urban Retail Hub,RC141919,registered,2021-03-04,Public Limited Company,Automotive,Taraba,VERIFIED,Business passed basic verification
BUS0001709,Mercury Marketing,RC298293,registered,,Partnership,Consulting,Lagos,REJECTED,Missing or invalid registration date
BUS0001710,Royal Furnishings,RC872929,registered,,Public Limited Company,Hospitality,Osun,REJECTED,Missing or invalid registration date
BUS0001711,Nimbus IT Solutions,RC116411,registered,,Non-Profit Organization,EdTech,Edo,REJECTED,Missing or invalid registration date
BUS0001712,Spectrum Energy,RC476449,registered,2022-03-10,Limited Liability Company,Renewable Energy,Cross River,VERIFIED,Business passed basic verification
BUS0001713,Sunrise Traders,RC219512,registered,2018-04-12,Enterprise,Tourism,Zamfara,VERIFIED,Business passed basic verification
BUS0001714,Sunbeam Electricals,RC856428,registered,,Partnership,Agriculture,Sokoto,REJECTED,Missing or invalid registration date
BUS0001715,Pioneer Foods,RC939472,registered,,Limited Liability Company,Media,Rivers,REJECTED,Missing or invalid registration date
BUS0001716,Unity Supplies Nigeria,RC622731,registered,2021-03-12,Non-Profit Organization,Logistics,Taraba,VERIFIED,Business passed basic verification
BUS0001717,Crown Textiles,RC551630,registered,2016-02-07,Business Name,Logistics,Adamawa,VERIFIED,Business passed basic verification
